,Village,Group ID,Member ID,Branch Name,Circle Name,Loan Amount,Product Type,Name of Model,Product Detail,Institution Name,Manufacturer Name,Loan Account Number,Loan Application Date,Product Installed Date,Document Signature Date,loan_id,household_id,product_id,branch_id,partner_id
514,Tumakurlahalli,306301,1,Molakalmuru,Hangal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,89669,2018-07-21T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-21T00:00:00+05:30,82-89669,306301-1,38.0,79.0,1
515,T BEKUPPE,602964,6,Kanakapura,SHIVANAHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,191526,2018-12-28T00:00:00+05:30,2019-01-03T00:00:00+05:30,2018-12-28T00:00:00+05:30,149-191526,602964-6,38.0,138.0,1
516,Saundatti,67865,5,Saundatti,Ugaragoll,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,105892,2018-07-04T00:00:00+05:30,2018-07-05T00:00:00+05:30,2018-07-04T00:00:00+05:30,49-105892,67865-5,38.0,47.0,1
517,Kalakeri,690080,3,Kumta,Devagiri,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,309324,2017-11-24T00:00:00+05:30,2017-12-04T00:00:00+05:30,2017-11-24T00:00:00+05:30,16-309324,690080-3,35.0,16.0,1
518,Kepu,644216,15,Bantwal,Kepu,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,716318,2019-03-14T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-14T00:00:00+05:30,10-716318,644216-15,38.0,10.0,1
519,Byalya,6243,10,Madhugiri,PURAVARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,95322,2019-02-27T00:00:00+05:30,2019-03-05T00:00:00+05:30,2019-02-27T00:00:00+05:30,62-95322,6243-10,38.0,60.0,1
520,HERAGU,347866,3,Hasana,DUDDHA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,255604,2019-01-04T00:00:00+05:30,2019-01-07T00:00:00+05:30,2019-01-04T00:00:00+05:30,132-255604,347866-3,38.0,123.0,1
521,Mayasandra,1010029,9,Anekal,Atthibele,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,69514,2018-09-04T00:00:00+05:30,2018-09-12T00:00:00+05:30,2018-09-04T00:00:00+05:30,174-69514,1010029-9,38.0,2513.0,1
522,DEVANAGUNDI,490918,2,Hosakote,DEVANAGUNDI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,145702,2018-09-21T00:00:00+05:30,2018-09-27T00:00:00+05:30,2018-09-21T00:00:00+05:30,125-145702,490918-2,38.0,117.0,1
523,ANEKERE,372694,7,Channarayapatna,UDAYAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,230700,2019-01-01T00:00:00+05:30,2019-01-02T00:00:00+05:30,2019-01-01T00:00:00+05:30,101-230700,372694-7,38.0,93.0,1
524,Ragibommana halli,405397,1,Malavalli,MALAVALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,179831,2018-11-16T000000+0530,2018-11-23T000000+0530,2018-11-16T000000+0530,108-179831,405397-1,38.0,100.0,1
525,Channakal kaval,901955,7,Piriyapatna,Koppa,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,328626,2019-01-21T00:00:00+05:30,2019-01-25T00:00:00+05:30,2019-01-21T00:00:00+05:30,152-328626,901955-7,38.0,140.0,1
526,Varthikatte,11110,1,Gubbi,Hoskere,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,149134,2019-03-05T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-03-05T00:00:00+05:30,60-149134,11110-1,38.0,58.0,1
527,Bherya,202985,7,Krishnarajnagara,Bherya,15750,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,80587,2017-09-29T00:00:00+05:30,2017-10-02T00:00:00+05:30,2017-09-29T00:00:00+05:30,71-80587,202985-7,44.0,68.0,1
528,Gudadur,471529,10,Sindhanur,Pagadadinni,13800,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,48683,2017-10-06T00:00:00+05:30,2017-10-13T00:00:00+05:30,2017-10-06T00:00:00+05:30,121-48683,471529-10,36.0,113.0,1
529,Madhihalli,20862,10,Turuvekere,Kasaba,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,111682,2018-07-20T00:00:00+05:30,2018-07-26T00:00:00+05:30,2018-07-20T00:00:00+05:30,58-111682,20862-10,50.0,56.0,1
530,Sooleripalya,238559,6,Kollegal,RAMAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,120490,2018-09-14T00:00:00+05:30,2018-09-18T00:00:00+05:30,2018-09-14T00:00:00+05:30,73-120490,238559-6,38.0,70.0,1
531,Kaliyoru,220244,13,Thirumakodlu-Narasipura,MADAPURA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,97648,2018-01-16T00:00:00+05:30,2018-01-22T00:00:00+05:30,2018-01-16T00:00:00+05:30,69-97648,220244-13,37.0,66.0,1
532,W/o Nagappa Galiyorumane Sampoekatte Nagara Hosanagara,786830,2,Hosanagar,Nagara,8000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,315871,2018-09-22T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-22T00:00:00+05:30,15-315871,786830-2,35.0,15.0,1
533,Kondajji,20199,3,Turuvekere,Kondajji,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,96302,2018-02-21T00:00:00+05:30,2018-02-22T00:00:00+05:30,2018-02-21T00:00:00+05:30,58-96302,20199-3,35.0,56.0,1
534,Gonibeedu A,860188,16,Moodigere,Gonibeedu,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,301088,2019-04-24T00:00:00+05:30,2019-04-26T00:00:00+05:30,2019-04-24T00:00:00+05:30,6-301088,860188-16,38.0,6.0,1
535,Huduguru,870211,3,Somwarpet,Kudige,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,387099,2018-06-20T00:00:00+05:30,2018-06-21T00:00:00+05:30,2018-06-20T00:00:00+05:30,29-387099,870211-3,43.0,29.0,1
536,Yelimunnoli,95179,2,Hukkeri,Hukkeri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,209249,2018-11-13T000000+0530,2018-11-19T000000+0530,2018-11-13T000000+0530,46-209249,95179-2,38.0,44.0,1
537,Vakkaleri,565791,3,Kolar,Vakkaleri,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,168137,2018-01-09T00:00:00+05:30,2018-01-09T00:00:00+05:30,2018-01-09T00:00:00+05:30,142-168137,565791-3,37.0,131.0,1
538,Badagandi,505055,2,Bagalakote,Girisagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,81556,2018-09-10T00:00:00+05:30,2018-09-12T00:00:00+05:30,2018-09-10T00:00:00+05:30,129-81556,505055-2,38.0,120.0,1
539,Arehalli,317083,7,Holalkere,Arehalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143250,2018-09-26T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-26T00:00:00+05:30,80-143250,317083-7,38.0,77.0,1
540,Handanakere,30362,1,Chiknayakanahalli,Mathigatta,1300,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,76380,2018-01-18T00:00:00+05:30,2018-01-26T00:00:00+05:30,2018-01-18T00:00:00+05:30,56-76380,30362-1,37.0,54.0,1
541,Andagadoduru,786520,3,Hosanagar,Mastikatte,7500,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,292434,2018-02-06T00:00:00+05:30,2018-02-08T00:00:00+05:30,2018-02-06T00:00:00+05:30,15-292434,786520-3,35.0,15.0,1
542,JALIGE,480754,10,Devanahalli,VISHWANATHAPURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,154770,2018-07-20T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-20T00:00:00+05:30,123-154770,480754-10,43.0,115.0,1
543,BHAILANARASAPURA,492711,2,Hosakote,NANDAGUDI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,187425,2019-03-16T00:00:00+05:30,2019-03-19T00:00:00+05:30,2019-03-16T00:00:00+05:30,125-187425,492711-2,38.0,117.0,1
544,Shidlaghatta Rural,556382,4,Shidlaghatta,Shidlaghatta A,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,44280,2017-09-29T00:00:00+05:30,2017-10-02T00:00:00+05:30,2017-09-29T00:00:00+05:30,140-44280,556382-4,37.0,129.0,1
545,Doddamagaravalli,860929,2,Moodigere,Aldur,14500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,297162,2019-03-06T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-06T00:00:00+05:30,6-297162,860929-2,36.0,6.0,1
546,Hospete,431899,2,Hosapete,KANCHUGARAPETE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,175983,2018-09-23T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-23T00:00:00+05:30,113-175983,431899-2,38.0,105.0,1
547,A.K.Colony,556058,8,Shidlaghatta,Shidlaghatta B,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,44988,2017-10-16T00:00:00+05:30,2017-10-18T00:00:00+05:30,2017-10-16T00:00:00+05:30,140-44988,556058-8,37.0,129.0,1
548,Pattanakudi,89440,1,Chikodi,Akkol,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,166607,2018-05-31T00:00:00+05:30,2018-06-04T00:00:00+05:30,2018-05-31T00:00:00+05:30,45-166607,89440-1,38.0,43.0,1
549,Shirwada,713077,20,Karwar,Shiravada,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,377530,2018-11-16T000000+0530,2018-11-23T000000+0530,2018-11-16T000000+0530,9-377530,713077-20,38.0,9.0,1
550,Hosayalanadu,321130,7,Hiriyur,Kasaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,268353,2019-03-12T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-12T00:00:00+05:30,79-268353,321130-7,38.0,76.0,1
551,Anegundi,297245,6,Gangavathi,Anegundi,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,106795,2018-01-06T00:00:00+05:30,2018-01-08T00:00:00+05:30,2018-01-06T00:00:00+05:30,85-106795,297245-6,37.0,82.0,1
552,HEBRI,662078,2,Karkala,HEBRI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,945421,2019-01-13T00:00:00+05:30,2019-01-14T00:00:00+05:30,2019-01-13T00:00:00+05:30,3-945421,662078-2,38.0,3.0,1
553,NERALE,231471,11,Nanjanagudu,DODDAKAVALANDE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,180561,2018-09-15T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-15T00:00:00+05:30,67-180561,231471-11,38.0,64.0,1
554,SAMETHENALLI,492203,1,Hosakote,SAMETHANAHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,145991,2018-09-26T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-26T00:00:00+05:30,125-145991,492203-1,38.0,117.0,1
555,Shahabad Rural,985631,1,Chitapur,Shahabad,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,123654,2019-04-10T00:00:00+05:30,2019-04-17T00:00:00+05:30,2019-04-10T00:00:00+05:30,168-123654,985631-1,38.0,156.0,1
556,K.N.Halli,267425,13,Harihara,KR NAGARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,169121,2018-09-17T00:00:00+05:30,2018-09-20T00:00:00+05:30,2018-09-17T00:00:00+05:30,92-169121,267425-13,38.0,89.0,1
557,Golgeri,956550,10,Sindagi,Golageri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,97950,2019-03-18T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-18T00:00:00+05:30,162-97950,956550-10,38.0,150.0,1
558,Thimmanayakanahalli,556580,6,Shidlaghatta,Sadali,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,63185,2017-12-05T00:00:00+05:30,2017-12-07T00:00:00+05:30,2017-12-05T00:00:00+05:30,140-63185,556580-6,35.0,129.0,1
559,Kusugal,186287,2,Hubli,Kusugal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,375675,2019-02-27T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-02-27T00:00:00+05:30,31-375675,186287-2,38.0,31.0,1
560,SOOLIKERE,606404,4,Magadi,RAMOHALLI,14000,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,55774,2017-10-18T00:00:00+05:30,2017-10-25T00:00:00+05:30,2017-10-18T00:00:00+05:30,150-55774,606404-4,36.0,139.0,1
561,Machina,611908,5,Belthangady,Madanthyar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,633083,2018-11-13T000000+0530,2018-11-19T000000+0530,2018-11-13T000000+0530,2-633083,611908-5,38.0,2.0,1
562,Gangavathi,297484,3,Gangavathi,AB Nagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,202821,2019-03-18T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-18T00:00:00+05:30,85-202821,297484-3,38.0,82.0,1
563,RAMPURA,595220,1,Channapatna,THITTAMARANAHALLI,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,167418,2019-03-06T00:00:00+05:30,2019-03-14T00:00:00+05:30,2019-03-06T00:00:00+05:30,148-167418,595220-1,35.0,137.0,1
564,Sangankeri,79714,1,Mudalagi,Rajapur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,189742,2019-03-01T00:00:00+05:30,2019-03-05T00:00:00+05:30,2019-03-01T00:00:00+05:30,208-189742,79714-1,38.0,2573.0,1
565,Annurukeri,246372,3,Gundlupet,SHIVAPURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,194655,2018-11-20T000000+0530,2018-11-21T000000+0530,2018-11-20T000000+0530,75-194655,246372-3,43.0,72.0,1
566,Bharthvally,208451,6,Arkalgud,ALURU,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,197872,2019-03-16T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-16T00:00:00+05:30,68-197872,208451-6,38.0,65.0,1
567,Hirebadavadagi,521433,5,Hungunda,Hungund,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,111659,2019-03-14T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-14T00:00:00+05:30,131-111659,521433-5,38.0,122.0,1
568,Y.T. HALLI,596260,4,Channapatna,VIRUPAKSHIPURA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,131270,2018-09-21T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-21T00:00:00+05:30,148-131270,596260-4,35.0,137.0,1
569,Nekarnagara,107695,3,Hubli,Anchatageri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,376018,2019-02-28T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-02-28T00:00:00+05:30,31-376018,107695-3,38.0,31.0,1
570,Ajri,685859,5,Kundapur,Amparu,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,853756,2018-07-26T00:00:00+05:30,2018-07-27T00:00:00+05:30,2018-07-26T00:00:00+05:30,12-853756,685859-5,50.0,12.0,1
571,Mantur,106204,12,Hubli,Shiraguppi,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,382814,2019-03-21T00:00:00+05:30,2019-03-26T00:00:00+05:30,2019-03-21T00:00:00+05:30,31-382814,106204-12,43.0,31.0,1
572,Kavadimatti,947235,9,Muddebihal,MUDDEBIHAL,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,60267,2018-11-17T000000+0530,2018-11-23T000000+0530,2018-11-17T000000+0530,160-60267,947235-9,38.0,148.0,1
573,Chinchali,149738,1,gadaga,Mulagunda,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,79264,2018-07-02T00:00:00+05:30,2018-07-04T00:00:00+05:30,2018-07-02T00:00:00+05:30,38-79264,149738-1,38.0,38.0,1
574,Thotadooru,864189,5,Moodigere,Kalasa,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,266315,2018-06-29T00:00:00+05:30,2018-07-04T00:00:00+05:30,2018-06-29T00:00:00+05:30,6-266315,864189-5,35.0,6.0,1
575,SHETTIHALLI BEEDI,591777,6,Ramanagara,RAMANAGARA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,99720,2017-12-08T00:00:00+05:30,2017-12-14T00:00:00+05:30,2017-12-08T00:00:00+05:30,147-99720,591777-6,37.0,136.0,1
576,Doddadasenahalli,555992,9,Shidlaghatta,Shidlaghatta A,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,44197,2017-09-28T00:00:00+05:30,2017-10-02T00:00:00+05:30,2017-09-28T00:00:00+05:30,140-44197,555992-9,37.0,129.0,1
577,Byalhalli,930841,4,Bhalki,Halabarga,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,101946,2018-11-15T000000+0530,2018-11-19T000000+0530,2018-11-15T000000+0530,157-101946,930841-4,38.0,145.0,1
578,BITTASANDRA,606000,11,Magadi,SOLURU,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,55371,2017-10-09T00:00:00+05:30,2017-10-12T00:00:00+05:30,2017-10-09T00:00:00+05:30,150-55371,606000-11,37.0,139.0,1
579,Mavinakere,860413,14,Moodigere,Kalasa,11800,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,214221,2017-10-10T00:00:00+05:30,2017-10-11T00:00:00+05:30,2017-10-10T00:00:00+05:30,6-214221,860413-14,36.0,6.0,1
580,Hunasegala,213988,3,Hunsur,KARNAKUPPE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,139475,2018-09-06T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-06T00:00:00+05:30,72-139475,213988-3,38.0,69.0,1
581,Bidar CMC + OG,921828,10,Bidar,BIDAR SOUTH,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,190857,2019-03-01T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-01T00:00:00+05:30,155-190857,921828-10,38.0,143.0,1
582,Andral,436643,5,Bellary,Bellary,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,81146,2017-10-11T00:00:00+05:30,2017-10-17T00:00:00+05:30,2017-10-11T00:00:00+05:30,114-81146,436643-5,37.0,106.0,1
583,Chikkanayakana hally,32391,2,Chiknayakanahalli,Chikkanayakanahally,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,94436,2018-09-07T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-07T00:00:00+05:30,56-94436,32391-2,38.0,54.0,1
584,Bistuvalli,260319,2,Jagalur,Bidarakere,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,69415,2018-09-07T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-07T00:00:00+05:30,90-69415,260319-2,38.0,87.0,1
585,KUMBALAHALLI,490053,8,Hosakote,HOSAKOTE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,140984,2018-08-27T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-27T00:00:00+05:30,125-140984,490053-8,38.0,117.0,1
586,Tigadi,911255,9,Bailahongal,Chickbhagewadi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,132589,2018-09-01T00:00:00+05:30,2018-09-05T00:00:00+05:30,2018-09-01T00:00:00+05:30,50-132589,911255-9,38.0,48.0,1
587,Jakkinakoppa,764704,5,Shikarpur,Hosuru,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,272090,2017-11-27T00:00:00+05:30,2017-12-01T00:00:00+05:30,2017-11-27T00:00:00+05:30,26-272090,764704-5,50.0,26.0,1
588,T.Nulenuru,317612,10,Holalkere,HD Pura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143044,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,80-143044,317612-10,38.0,77.0,1
589,VISHWANATHAPURA,481720,7,Devanahalli,VISHWANATHAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,150792,2018-06-18T00:00:00+05:30,2018-06-18T00:00:00+05:30,2018-06-18T00:00:00+05:30,123-150792,481720-7,38.0,115.0,1
590,U.Khanapur,99959,1,Hukkeri,Hebbal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,166487,2018-08-30T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-30T00:00:00+05:30,46-166487,99959-1,38.0,44.0,1
591,J Venkatapura,556386,7,Shidlaghatta,Jangamakote,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,107210,2018-11-03T000000+0530,2018-11-09T000000+0530,2018-11-03T000000+0530,140-107210,556386-7,38.0,129.0,1
592,Palya,237640,14,Kollegal,SATTHEGALA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,112809,2018-08-27T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-27T00:00:00+05:30,73-112809,237640-14,35.0,70.0,1
593,Thenkala Koppalu,213592,5,Hunsur,BILIKERE,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,171301,2019-03-02T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-02T00:00:00+05:30,72-171301,213592-5,43.0,69.0,1
594,Manki-D,703224,1,Honnavar,Manki,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,466814,2019-03-18T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-18T00:00:00+05:30,17-466814,703224-1,50.0,17.0,1
595,KERVASE,664143,14,Karkala,AJEKAR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,956051,2019-03-10T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-10T00:00:00+05:30,3-956051,664143-14,38.0,3.0,1
596,Nettanigemudnuru,344714,11,Kumble-Kasargud,Karadka,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,219710,2018-09-21T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-21T00:00:00+05:30,93-219710,344714-11,35.0,90.0,1
597,ATTAVARA,347459,1,Hasana,DUDDHA,1260,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,197003,2018-01-31T00:00:00+05:30,2018-02-05T00:00:00+05:30,2018-01-31T00:00:00+05:30,132-197003,347459-1,37.0,123.0,1
598,Bidarkundi,946314,3,Muddebihal,DHAVALAGI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,60095,2018-11-17T000000+0530,2018-11-20T000000+0530,2018-11-17T000000+0530,160-60095,946314-3,38.0,148.0,1
599,Sangondahalli,568099,4,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,214283,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-214283,568099-4,38.0,131.0,1
600,Kondlahalli,305121,19,Molakalmuru,Kondlahalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,89650,2018-07-21T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-21T00:00:00+05:30,82-89650,305121-19,38.0,79.0,1
601,Agrahara,15631,4,Kunigal,Kunigal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,113621,2019-04-05T00:00:00+05:30,2019-04-08T00:00:00+05:30,2019-04-05T00:00:00+05:30,59-113621,15631-4,38.0,57.0,1
602,Gondhihalli,7595,6,Madhugiri,PURAVARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,95793,2019-03-09T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-09T00:00:00+05:30,62-95793,7595-6,38.0,60.0,1
603,Challakere,310291,12,Challakere,Kasaba,7500,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,242223,2019-01-08T00:00:00+05:30,2019-01-14T00:00:00+05:30,2019-01-08T00:00:00+05:30,77-242223,310291-12,35.0,74.0,1
604,Kalamangi,470079,2,Sindhanur,Thurvihala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,110645,2019-03-01T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-03-01T00:00:00+05:30,121-110645,470079-2,38.0,113.0,1
605,X,400639,3,Shrirangapatna,T M HOSURU,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,179402,2017-11-28T00:00:00+05:30,2017-12-05T00:00:00+05:30,2017-11-28T00:00:00+05:30,107-179402,400639-3,37.0,99.0,1
606,Molkalmuru,306130,1,Molakalmuru,Hangal,11300,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,115380,2019-03-09T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-09T00:00:00+05:30,82-115380,306130-1,36.0,79.0,1
607,Naganoor K.D,96417,7,Hukkeri,Daddi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,173602,2018-09-24T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-24T00:00:00+05:30,46-173602,96417-7,38.0,44.0,1
608,Jaganoora,1045096,4,Chikodi,Nagarmunolli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,172125,2018-06-27T00:00:00+05:30,2018-07-02T00:00:00+05:30,2018-06-27T00:00:00+05:30,45-172125,1045096-4,38.0,43.0,1
